gene_symbol,entrez_id,compound_id
SCN10A,6336,BRD-K40905133
SCN11A,11280,BRD-K40905133
SCN1A,6323,BRD-K40905133
SCN2A,6326,BRD-K40905133
SCN3A,6328,BRD-K40905133
SCN4A,6329,BRD-K40905133
SCN5A,6331,BRD-K40905133
SCN7A,6332,BRD-K40905133
SCN8A,6334,BRD-K40905133
SCN9A,6335,BRD-K40905133
ADORA1,134,BRD-K41141507
AR,367,BRD-K41141507
FPR1,2357,BRD-K41170226
GPBAR1,151306,BRD-K41170226
EDNRA,1909,BRD-K41185545
EDNRB,1910,BRD-K41185545
ESR1,2099,BRD-K41256143
ESR2,2100,BRD-K41256143
G6PD,2539,BRD-K41256143
GABRA1,2554,BRD-K41256143
GABRA2,2555,BRD-K41256143
GABRA3,2556,BRD-K41256143
GABRA4,2557,BRD-K41256143
GABRA5,2558,BRD-K41256143
GABRA6,2559,BRD-K41256143
GABRB1,2560,BRD-K41256143
GABRB2,2561,BRD-K41256143
GABRB3,2562,BRD-K41256143
GABRD,2563,BRD-K41256143
GABRE,2564,BRD-K41256143
GABRG1,2565,BRD-K41256143
GABRG2,2566,BRD-K41256143
GABRG3,2567,BRD-K41256143
GABRP,2568,BRD-K41256143
GABRQ,55879,BRD-K41256143
GRIN1,2902,BRD-K41256143
GRIN2A,2903,BRD-K41256143
GRIN2B,2904,BRD-K41256143
GRIN2C,2905,BRD-K41256143
GRIN2D,2906,BRD-K41256143
GRIN3A,116443,BRD-K41256143
GRIN3B,116444,BRD-K41256143
HSD17B1,3292,BRD-K41256143
NR1I2,8856,BRD-K41256143
NR1I3,9970,BRD-K41256143
PPARA,5465,BRD-K41256143
SIGMAR1,10280,BRD-K41256143
SULT2A1,6822,BRD-K41256143
SULT2B1,6820,BRD-K41256143
ABAT,18,BRD-K41260949
ACADSB,36,BRD-K41260949
ALDH5A1,7915,BRD-K41260949
HDAC1,3065,BRD-K41260949
HDAC2,3066,BRD-K41260949
HDAC9,9734,BRD-K41260949
OGDH,4967,BRD-K41260949
SCN10A,6336,BRD-K41260949
SCN11A,11280,BRD-K41260949
SCN1A,6323,BRD-K41260949
SCN1B,6324,BRD-K41260949
SCN2A,6326,BRD-K41260949
SCN2B,6327,BRD-K41260949
SCN3A,6328,BRD-K41260949
SCN3B,55800,BRD-K41260949
SCN4A,6329,BRD-K41260949
SCN4B,6330,BRD-K41260949
SCN5A,6331,BRD-K41260949
SCN7A,6332,BRD-K41260949
SCN8A,6334,BRD-K41260949
SCN9A,6335,BRD-K41260949
OPRM1,4988,BRD-K41458421
FAAH,2166,BRD-K41524689
PTGS1,5742,BRD-K41524689
PTGS2,5743,BRD-K41524689
TRPV1,7442,BRD-K41524689
DNMT1,1786,BRD-K41731458
PTGS1,5742,BRD-K41866823
PTGS2,5743,BRD-K41866823
SLC6A2,6530,BRD-K42098891
SLC6A4,6532,BRD-K42098891
GNRH1,2796,BRD-K42140276
ANPEP,290,BRD-K42260897
NPC1L1,29881,BRD-K42260897
SOAT1,6646,BRD-K42260897
ACE,1636,BRD-K42317111
HTR2A,3356,BRD-K42348709
PGR,5241,BRD-K42504537
EGFR,1956,BRD-K42805893
ADRB2,154,BRD-K42816473
CSF1R,1436,BRD-K42828737
FGFR1,2260,BRD-K42828737
FLT1,2321,BRD-K42828737
FLT3,2322,BRD-K42828737
FLT4,2324,BRD-K42828737
KDR,3791,BRD-K42828737
KIT,3815,BRD-K42828737
PDGFRA,5156,BRD-K42828737
PDGFRB,5159,BRD-K42828737
RET,5979,BRD-K42828737
MTOR,2475,BRD-K42898655
DRD1,1812,BRD-K42938903
DRD2,1813,BRD-K42938903
CHRM2,1129,BRD-K43106192
CHRNA1,1134,BRD-K43106192
ADH1C,126,BRD-K43164539
CES1,1066,BRD-K43164539
COX4I1,1327,BRD-K43164539
COX5A,9377,BRD-K43164539
COX5B,1329,BRD-K43164539
COX6A2,1339,BRD-K43164539
COX6B1,1340,BRD-K43164539
COX6C,1345,BRD-K43164539
COX7A1,1346,BRD-K43164539
COX7B,1349,BRD-K43164539
COX7C,1350,BRD-K43164539
COX8A,1351,BRD-K43164539
ESRRG,2104,BRD-K43164539
FABP6,2172,BRD-K43164539
FECH,2235,BRD-K43164539
GPBAR1,151306,BRD-K43164539
MT-CO1,4512,BRD-K43164539
MT-CO2,4513,BRD-K43164539
MT-CO3,4514,BRD-K43164539
PLA2G1B,5319,BRD-K43164539
CHRM2,1129,BRD-K43305603
CHRNA2,1135,BRD-K43305603
HTR3A,3359,BRD-K43305603
HTR1A,3350,BRD-K43383936
TOP2A,7153,BRD-K43389675
TOP2B,7155,BRD-K43389675
AQP1,358,BRD-K43457670
CA1,759,BRD-K43457670
CA12,771,BRD-K43457670
CA14,23632,BRD-K43457670
CA2,760,BRD-K43457670
CA3,761,BRD-K43457670
CA4,762,BRD-K43457670
CA7,766,BRD-K43457670
CACNA1C,775,BRD-K43586850
PRSS1,5644,BRD-K43806473
SULT2B1,6820,BRD-K43880410
ADRB1,153,BRD-K43883465
ADRB2,154,BRD-K43883465
DBH,1621,BRD-K43887077
DRD1,1812,BRD-K43887077
DRD2,1813,BRD-K43887077
DRD3,1814,BRD-K43887077
DRD4,1815,BRD-K43887077
DRD5,1816,BRD-K43887077
HTR1A,3350,BRD-K43887077
HTR7,3363,BRD-K43887077
SLC6A2,6530,BRD-K43887077
SLC6A3,6531,BRD-K43887077
SLC6A4,6532,BRD-K43887077
ADORA1,134,BRD-K44004064
ESR1,2099,BRD-K44184170
ESR2,2100,BRD-K44184170
ABL1,25,BRD-K44227013
BCR,613,BRD-K44227013
FGFR1,2260,BRD-K44227013
FGFR2,2263,BRD-K44227013
FGFR3,2261,BRD-K44227013
FGFR4,2264,BRD-K44227013
FLT3,2322,BRD-K44227013
KDR,3791,BRD-K44227013
KIT,3815,BRD-K44227013
LCK,3932,BRD-K44227013
LYN,4067,BRD-K44227013
PDGFRA,5156,BRD-K44227013
RET,5979,BRD-K44227013
SRC,6714,BRD-K44227013
TEK,7010,BRD-K44227013
AMY2A,279,BRD-K44276885
MGAM,8972,BRD-K44276885
ABCC8,6833,BRD-K44353683
KCNJ10,3766,BRD-K44353683
KCNJ11,3767,BRD-K44353683
PPARG,5468,BRD-K44353683
GAA,2548,BRD-K44779798
GANAB,23193,BRD-K44779798
GANC,2595,BRD-K44779798
MGAM,8972,BRD-K44779798
SMO,6608,BRD-K44827188
PGR,5241,BRD-K44932450
CHRNA10,57053,BRD-K44942604
CHRNA3,1136,BRD-K44942604
CHRNA4,1137,BRD-K44942604
CHRNB4,1143,BRD-K44942604
P2RY12,64805,BRD-K44974079
ACHE,43,BRD-K45014108
ADRA1A,148,BRD-K45014108
ADRB2,154,BRD-K45014108
SLC18A2,6571,BRD-K45014108
SLC6A2,6530,BRD-K45014108
SCN10A,6336,BRD-K45071273
SCN11A,11280,BRD-K45071273
SCN1A,6323,BRD-K45071273
SCN2A,6326,BRD-K45071273
SCN3A,6328,BRD-K45071273
SCN4A,6329,BRD-K45071273
SCN5A,6331,BRD-K45071273
SCN7A,6332,BRD-K45071273
SCN8A,6334,BRD-K45071273
SCN9A,6335,BRD-K45071273
AGTR1,185,BRD-K45158365
TYR,7299,BRD-K45216060
ALDH5A1,7915,BRD-K45238818
ASPH,444,BRD-K45238818
BBOX1,8424,BRD-K45238818
HSD17B6,8630,BRD-K45238818
OXCT1,5019,BRD-K45238818
OXCT2,64064,BRD-K45238818
P3H1,64175,BRD-K45238818
P3H2,55214,BRD-K45238818
P3H3,10536,BRD-K45238818
P4HA1,5033,BRD-K45238818
P4HA2,8974,BRD-K45238818
PLOD1,5351,BRD-K45238818
PLOD3,8985,BRD-K45238818
SDHA,6389,BRD-K45238818
SDHB,6390,BRD-K45238818
SDHC,6391,BRD-K45238818
SDHD,6392,BRD-K45238818
SLC13A1,6561,BRD-K45238818
SLC13A2,9058,BRD-K45238818
SLC13A3,64849,BRD-K45238818
SLC25A10,1468,BRD-K45238818
SUCLA2,8803,BRD-K45238818
SUCLG1,8802,BRD-K45238818
SUCLG2,8801,BRD-K45238818
SUCNR1,56670,BRD-K45238818
TMLHE,55217,BRD-K45238818
LPL,4023,BRD-K45252063
PPARA,5465,BRD-K45252063
GNRHR,2798,BRD-K45300898
DPEP1,1800,BRD-K45319714
ESR1,2099,BRD-K45330754
ESR2,2100,BRD-K45330754
ESRRB,2103,BRD-K45330754
ESRRG,2104,BRD-K45330754
CHRFAM7A,89832,BRD-K45497762
CHRM1,1128,BRD-K45497762
CHRM2,1129,BRD-K45497762
CHRM3,1131,BRD-K45497762
CHRNA1,1134,BRD-K45497762
CHRNA10,57053,BRD-K45497762
AGTR1,185,BRD-K45503887
AGTR2,186,BRD-K45503887
ALOX5,240,BRD-K45542189
PTGS1,5742,BRD-K45542189
NR3C1,2908,BRD-K45664306
DRD2,1813,BRD-K45861246
DRD3,1814,BRD-K45861246
PDE3A,5139,BRD-K45924332
PDE3B,5140,BRD-K45924332
PDE4B,5142,BRD-K45924332
TNF,7124,BRD-K45924332
IKBKB,3551,BRD-K45995181
PRDX5,25824,BRD-K45995181
TRPA1,8989,BRD-K45995181
PPARA,5465,BRD-K46018455
PPARD,5467,BRD-K46018455
PPARG,5468,BRD-K46018455
ESR1,2099,BRD-K46061689
PGR,5241,BRD-K46061689
ADRA1A,148,BRD-K46211610
ADRA2A,150,BRD-K46211610
ADRA2B,151,BRD-K46211610
ADRA2C,152,BRD-K46211610
HRH1,3269,BRD-K46211610
HRH2,3274,BRD-K46211610
ESR1,2099,BRD-K46331928
PGR,5241,BRD-K46331928
CA1,759,BRD-K46493214
CA12,771,BRD-K46493214
CA2,760,BRD-K46493214
CA9,768,BRD-K46493214
NR3C2,4306,BRD-K46556543
ACE,1636,BRD-K46654563
CHRM1,1128,BRD-K46692793
CHRM2,1129,BRD-K46692793
CHRM3,1131,BRD-K46692793
CHRM1,1128,BRD-K46731503
CHRM2,1129,BRD-K46731503
CHRM3,1131,BRD-K46731503
CHRM4,1132,BRD-K46731503
CHRM5,1133,BRD-K46731503
HTR3A,3359,BRD-K46742498
FKBP1A,2280,BRD-K46843573
CYP11B1,1584,BRD-K46862739
MAOA,4128,BRD-K46914825
MAOB,4129,BRD-K46914825
SLC6A4,6532,BRD-K46914825
PTGS1,5742,BRD-K46937689
PTGS2,5743,BRD-K46937689
SLC37A4,2542,BRD-K47114202
ACSL3,2181,BRD-K47192521
ACSL4,2182,BRD-K47192521
FADS1,3992,BRD-K47192521
FFAR1,2864,BRD-K47192521
PPARD,5467,BRD-K47192521
PPARG,5468,BRD-K47192521
PTGS1,5742,BRD-K47192521
PTGS2,5743,BRD-K47192521
SLC8A1,6546,BRD-K47192521
TRPV1,7442,BRD-K47192521
MAOA,4128,BRD-K47264279
MAOB,4129,BRD-K47264279
HRH1,3269,BRD-K47278471
DRD2,1813,BRD-K47289124
DRD3,1814,BRD-K47289124
DRD4,1815,BRD-K47289124
VDR,7421,BRD-K47318833
HRH1,3269,BRD-K47323024
GGCX,2677,BRD-K47458712
PTGS1,5742,BRD-K47492008
CHRM1,1128,BRD-K47639036
CHRM2,1129,BRD-K47639036
PTGS1,5742,BRD-K47679368
PTGS2,5743,BRD-K47679368
TYMS,7298,BRD-K47832606
IGF1R,3480,BRD-K47869605
TOP2A,7153,BRD-K47869605
TUBA4A,7277,BRD-K47869605
TUBB,203068,BRD-K47869605
ADRA1A,148,BRD-K47936004
ADRA2A,150,BRD-K47936004
ADRA2C,152,BRD-K47936004
DRD2,1813,BRD-K47936004
DRD3,1814,BRD-K47936004
DRD4,1815,BRD-K47936004
HTR1A,3350,BRD-K47936004
HTR2B,3357,BRD-K47936004
ADRB1,153,BRD-K47949423
ADRB2,154,BRD-K47949423
ADRB3,155,BRD-K47949423
AMD1,262,BRD-K47978074
CANT1,124583,BRD-K47978074
DCN,1634,BRD-K47978074
NEIL1,79661,BRD-K47978074
VEGFA,7422,BRD-K47978074
DPP4,1803,BRD-K48068743
DIO1,1733,BRD-K48168960
TPO,7173,BRD-K48168960
ESR1,2099,BRD-K48195008
ESR2,2100,BRD-K48195008
NR1I2,8856,BRD-K48195008
GP9,2815,BRD-K48278478
KCNB2,9312,BRD-K48278478
KCNN4,3783,BRD-K48278478
SLC29A4,222962,BRD-K48278478
CA1,759,BRD-K48300629
CA10,56934,BRD-K48300629
CA11,770,BRD-K48300629
CA12,771,BRD-K48300629
CA13,377677,BRD-K48300629
CA14,23632,BRD-K48300629
CA2,760,BRD-K48300629
CA3,761,BRD-K48300629
CA4,762,BRD-K48300629
CA5A,763,BRD-K48300629
CA5B,11238,BRD-K48300629
CA6,765,BRD-K48300629
CA7,766,BRD-K48300629
CA8,767,BRD-K48300629
CA9,768,BRD-K48300629
CACNA1G,8913,BRD-K48300629
CACNA1H,8912,BRD-K48300629
CACNA1I,8911,BRD-K48300629
MAOA,4128,BRD-K48300629
MAOB,4129,BRD-K48300629
SCN10A,6336,BRD-K48300629
SCN11A,11280,BRD-K48300629
SCN1A,6323,BRD-K48300629
SCN1B,6324,BRD-K48300629
SCN2A,6326,BRD-K48300629
SCN2B,6327,BRD-K48300629
SCN3A,6328,BRD-K48300629
SCN3B,55800,BRD-K48300629
SCN4A,6329,BRD-K48300629
SCN4B,6330,BRD-K48300629
SCN5A,6331,BRD-K48300629
SCN7A,6332,BRD-K48300629
SCN8A,6334,BRD-K48300629
SCN9A,6335,BRD-K48300629
TOP2A,7153,BRD-K48304345
XDH,7498,BRD-K48367671
DRD1,1812,BRD-K48429278
DRD2,1813,BRD-K48429278
HTR1A,3350,BRD-K48429278
HTR2A,3356,BRD-K48429278
ADRA2A,150,BRD-K48578705
ADRA2B,151,BRD-K48578705
ADRA2C,152,BRD-K48578705
DDC,1644,BRD-K48578705
CA1,759,BRD-K48617017
CA12,771,BRD-K48617017
CA14,23632,BRD-K48617017
CA2,760,BRD-K48617017
CA4,762,BRD-K48617017
CA7,766,BRD-K48617017
CHRM1,1128,BRD-K48619321
CHRM2,1129,BRD-K48619321
CHRM3,1131,BRD-K48619321
SLC29A1,2030,BRD-K48722258
ADRA1A,148,BRD-K48722833
ADRA2C,152,BRD-K48722833
DRD1,1812,BRD-K48722833
DRD2,1813,BRD-K48722833
DRD3,1814,BRD-K48722833
DRD4,1815,BRD-K48722833
HRH1,3269,BRD-K48722833
HTR1A,3350,BRD-K48722833
HTR2A,3356,BRD-K48722833
HTR6,3362,BRD-K48722833
HTR7,3363,BRD-K48722833
EDNRA,1909,BRD-K48812570
EDNRB,1910,BRD-K48812570
PTGS1,5742,BRD-K48892307
PTGS2,5743,BRD-K48892307
PTGDR,5729,BRD-K48894757
PTGDR2,11251,BRD-K48894757
PTGER1,5731,BRD-K48894757
PTGER2,5732,BRD-K48894757
PTGER3,5733,BRD-K48894757
PTGFR,5737,BRD-K48894757
PTGIR,5739,BRD-K48894757
TBXA2R,6915,BRD-K48894757
AR,367,BRD-K48970916
CCL2,6347,BRD-K48970916
ESR1,2099,BRD-K48970916
GNRHR,2798,BRD-K48970916
GNRHR2,,BRD-K48970916
PGR,5241,BRD-K48970916
FGFR1,2260,BRD-K49075727
FGFR2,2263,BRD-K49075727
FGFR3,2261,BRD-K49075727
FGFR4,2264,BRD-K49075727
FLT1,2321,BRD-K49075727
FLT4,2324,BRD-K49075727
KDR,3791,BRD-K49075727
PDGFRA,5156,BRD-K49075727
PDGFRB,5159,BRD-K49075727
RARA,5914,BRD-K49076555
RXRG,6258,BRD-K49076555
ADRA1A,148,BRD-K49111258
ADRA1B,147,BRD-K49111258
ADRA1D,146,BRD-K49111258
ADRA2A,150,BRD-K49111258
ADRA2B,151,BRD-K49111258
ADRA2C,152,BRD-K49111258
KCNH2,3757,BRD-K49111258
KCNH6,81033,BRD-K49111258
KCNH7,90134,BRD-K49111258
ABL1,25,BRD-K49328571
ABL2,27,BRD-K49328571
BLK,640,BRD-K49328571
EPHA2,1969,BRD-K49328571
FGR,2268,BRD-K49328571
FRK,2444,BRD-K49328571
FYN,2534,BRD-K49328571
HCK,3055,BRD-K49328571
KIT,3815,BRD-K49328571
LCK,3932,BRD-K49328571
LYN,4067,BRD-K49328571
PDGFRB,5159,BRD-K49328571
SRC,6714,BRD-K49328571
SRMS,6725,BRD-K49328571
STAT5B,6777,BRD-K49328571
YES1,7525,BRD-K49328571
PPARA,5465,BRD-K49338325
IMPDH1,3614,BRD-K49350383
IMPDH2,3615,BRD-K49350383
PTGS1,5742,BRD-K49372556
CACNA1B,774,BRD-K49404994
SCN1A,6323,BRD-K49404994
SV2A,9900,BRD-K49404994
ACHE,43,BRD-K49481516
BCHE,590,BRD-K49481516
CHRNA1,1134,BRD-K49481516
CHRNA10,57053,BRD-K49481516
CHRNA2,1135,BRD-K49481516
CHRNA3,1136,BRD-K49481516
CHRNA4,1137,BRD-K49481516
CHRNA5,1138,BRD-K49481516
CHRNA6,8973,BRD-K49481516
CHRNA7,1139,BRD-K49481516
CHRNA9,55584,BRD-K49481516
CHRNB1,1140,BRD-K49481516
CHRNB2,1141,BRD-K49481516
CHRNB3,1142,BRD-K49481516
CHRNB4,1143,BRD-K49481516
CHRND,1144,BRD-K49481516
CHRNE,1145,BRD-K49481516
CHRNG,1146,BRD-K49481516
CYP27B1,1594,BRD-K49522529
VDR,7421,BRD-K49522529
NR3C1,2908,BRD-K49577446
CYP3A4,1576,BRD-K49668410
ATP1A1,476,BRD-K49669424
ADRA1A,148,BRD-K49671696
ADRA1B,147,BRD-K49671696
ADRA1D,146,BRD-K49671696
DRD1,1812,BRD-K49671696
DRD5,1816,BRD-K49671696
HTR1A,3350,BRD-K49671696
HTR1B,3351,BRD-K49671696
HTR1D,3352,BRD-K49671696
HTR2A,3356,BRD-K49671696
HTR2B,3357,BRD-K49671696
HTR2C,3358,BRD-K49671696
HTR5A,3361,BRD-K49671696
HTR7,3363,BRD-K49671696
SLC18A1,6570,BRD-K49671696
SLC18A2,6571,BRD-K49671696
ACHE,43,BRD-K49783248
CHRNA2,1135,BRD-K49783248
ACE,1636,BRD-K49807096
PPARA,5465,BRD-K49840922
PREP,5550,BRD-K49962337
TLR7,51284,BRD-K50050533
CYP11B1,1584,BRD-K50071428
CYP17A1,1586,BRD-K50071428
HRH1,3269,BRD-K50163129
NR3C1,2908,BRD-K50265942
PGR,5241,BRD-K50276048
OPRK1,4986,BRD-K50329370
TRPA1,8989,BRD-K50329370
TRPM8,79054,BRD-K50329370
TRPV3,162514,BRD-K50329370
MMP25,64386,BRD-K50388907
PPARA,5465,BRD-K50388907
ALOX5,240,BRD-K50398167
CNR1,1268,BRD-K50398167
KCNQ2,3785,BRD-K50398167
KCNQ3,3786,BRD-K50398167
PTGS1,5742,BRD-K50398167
PTGS2,5743,BRD-K50398167
GABRA1,2554,BRD-K50422030
CFTR,1080,BRD-K50590187
TRPV1,7442,BRD-K50590187
ADRA2A,150,BRD-K50720187
KCNQ1,3784,BRD-K50720187
KCNQ2,3785,BRD-K50720187
CHRM2,1129,BRD-K50817623
CHRM3,1131,BRD-K50817623
CHRNA1,1134,BRD-K50817623
CHRNA2,1135,BRD-K50817623
PGR,5241,BRD-K50853363
GLRA1,2741,BRD-K50866992
GLRA2,2742,BRD-K50866992
GLRB,2743,BRD-K50866992
HTR3A,3359,BRD-K50866992
HTR4,3360,BRD-K50866992
HTR1A,3350,BRD-K50938287
HTR1B,3351,BRD-K50938287
HTR1D,3352,BRD-K50938287
HTR1E,3354,BRD-K50938287
HTR1F,3355,BRD-K50938287
HTR5A,3361,BRD-K50938287
HTR6,3362,BRD-K50938287
HTR7,3363,BRD-K50938287
SCN10A,6336,BRD-K50938786
CYP3A4,1576,BRD-K51040301
CYP3A43,64816,BRD-K51040301
CYP3A5,1577,BRD-K51040301
CYP3A7,1551,BRD-K51040301
ESR1,2099,BRD-K51095933
ESR2,2100,BRD-K51095933
ADRA2A,150,BRD-K51143828
ADRA2C,152,BRD-K51143828
DRD2,1813,BRD-K51143828
HTR1A,3350,BRD-K51143828
HTR2A,3356,BRD-K51143828
HTR7,3363,BRD-K51143828
SLC5A2,6524,BRD-K51247865
CDK4,1019,BRD-K51313569
CDK6,1021,BRD-K51313569
TUBB,203068,BRD-K51318897
ESR1,2099,BRD-K51350053
ADRB2,154,BRD-K51387999
ACHE,43,BRD-K51471001
BCHE,590,BRD-K51471001
CYP1A2,1544,BRD-K51485625
CYP2B6,1555,BRD-K51485625
CYP2C19,1557,BRD-K51485625
CYP2C8,1558,BRD-K51485625
CYP2C9,1559,BRD-K51485625
CYP2D6,1565,BRD-K51485625
CYP2E1,1571,BRD-K51485625
CYP3A4,1576,BRD-K51485625
CYP3A5,1577,BRD-K51485625
CYP3A7,1551,BRD-K51485625
KDR,3791,BRD-K51544265
MET,4233,BRD-K51544265
RET,5979,BRD-K51544265
HTR1A,3350,BRD-K51579475
HTR1B,3351,BRD-K51579475
HTR2C,3358,BRD-K51579475
SLC6A4,6532,BRD-K51579475
CA1,759,BRD-K51671335
CA12,771,BRD-K51671335
CA7,766,BRD-K51671335
DRD2,1813,BRD-K51671335
DRD3,1814,BRD-K51671335
ABCB1,5243,BRD-K51677086
ALB,213,BRD-K51677086
CYP3A4,1576,BRD-K51677086
CYP51A1,1595,BRD-K51677086
KCNH2,3757,BRD-K51677086
MLNR,2862,BRD-K51677086
SLC47A1,55244,BRD-K51677086
RRM1,6240,BRD-K51747290
RRM2,6241,BRD-K51747290
RRM2B,50484,BRD-K51747290
ACE,1636,BRD-K51784806
HRH1,3269,BRD-K51937257
CYP2C9,1559,BRD-K52020312
CYP3A4,1576,BRD-K52020312
LIPE,3991,BRD-K52072429
FASN,2194,BRD-K52075040
TUBB,203068,BRD-K52075715
TUBB4B,10383,BRD-K52075715
CYP19A1,1588,BRD-K52172416
FAAH,2166,BRD-K52397688
HTR2A,3356,BRD-K52397688
CATSPER1,117144,BRD-K52459643
CATSPER2,117155,BRD-K52459643
CATSPER3,347732,BRD-K52459643
CATSPER4,378807,BRD-K52459643
PTGDR,5729,BRD-K52459643
PTGER1,5731,BRD-K52459643
PTGER2,5732,BRD-K52459643
PTGER4,5734,BRD-K52459643
PTGIR,5739,BRD-K52459643
CDIPT,10423,BRD-K52618540
EGFR,1956,BRD-K52662033
SCN10A,6336,BRD-K52662033
SCN5A,6331,BRD-K52662033
SCN9A,6335,BRD-K52662033
CFTR,1080,BRD-K52818472
TACR1,6869,BRD-K52827117
ABCC8,6833,BRD-K52959329
KCNJ10,3766,BRD-K52959329
PPARG,5468,BRD-K52959329
ABCC8,6833,BRD-K52960356
KCNJ1,3758,BRD-K52960356
KCNJ10,3766,BRD-K52960356
KCNJ11,3767,BRD-K52960356
GSTP1,2950,BRD-K52989797
HTR2A,3356,BRD-K52989797
HTR2B,3357,BRD-K52989797
HTR2C,3358,BRD-K52989797
SLC6A2,6530,BRD-K52989797
SLC6A3,6531,BRD-K52989797
SLC6A4,6532,BRD-K52989797
TBXAS1,6916,BRD-K53061490
CALM1,801,BRD-K53236343
SCN5A,6331,BRD-K53236343
PDE1A,5136,BRD-K53318339
PDE1C,5137,BRD-K53318339
ESR1,2099,BRD-K53319039
CCR2,729230,BRD-K53382462
DAO,1610,BRD-K53397409
HRSP12,10247,BRD-K53397409
PRDX5,25824,BRD-K53397409
RAB9A,9367,BRD-K53397409
SLC6A4,6532,BRD-K53517854
ADRA1A,148,BRD-K53737926
ADRA1B,147,BRD-K53737926
ADRA1D,146,BRD-K53737926
ADRA2A,150,BRD-K53737926
ADRB1,153,BRD-K53737926
ADRB2,154,BRD-K53737926
ADRB3,155,BRD-K53737926
CHRM1,1128,BRD-K53737926
CHRM2,1129,BRD-K53737926
CHRM3,1131,BRD-K53737926
CHRM4,1132,BRD-K53737926
CHRM5,1133,BRD-K53737926
HRH1,3269,BRD-K53737926
HRH2,3274,BRD-K53737926
HRH4,59340,BRD-K53737926
HTR1A,3350,BRD-K53737926
HTR1B,3351,BRD-K53737926
HTR1D,3352,BRD-K53737926
HTR2A,3356,BRD-K53737926
HTR2C,3358,BRD-K53737926
HTR6,3362,BRD-K53737926
HTR7,3363,BRD-K53737926
KCNA1,3736,BRD-K53737926
KCND2,3751,BRD-K53737926
KCND3,3752,BRD-K53737926
KCNQ2,3785,BRD-K53737926
KCNQ3,3786,BRD-K53737926
NTRK1,4914,BRD-K53737926
NTRK2,4915,BRD-K53737926
OPRD1,4985,BRD-K53737926
OPRK1,4986,BRD-K53737926
OPRM1,4988,BRD-K53737926
SIGMAR1,10280,BRD-K53737926
SLC6A2,6530,BRD-K53737926
SLC6A4,6532,BRD-K53737926
SLC5A1,6523,BRD-K53765467
SLC5A2,6524,BRD-K53765467
NR3C1,2908,BRD-K53790871
SERPINA6,866,BRD-K53790871
SCN5A,6331,BRD-K53809807
ROCK1,6093,BRD-K53814070
ROCK2,9475,BRD-K53814070
ADRA1A,148,BRD-K53857191
ADRA1B,147,BRD-K53857191
ADRA1D,146,BRD-K53857191
ADRA2A,150,BRD-K53857191
ADRA2B,151,BRD-K53857191
ADRA2C,152,BRD-K53857191
DRD1,1812,BRD-K53857191
DRD2,1813,BRD-K53857191
DRD3,1814,BRD-K53857191
DRD4,1815,BRD-K53857191
HRH1,3269,BRD-K53857191
HTR1A,3350,BRD-K53857191
HTR1B,3351,BRD-K53857191
HTR1D,3352,BRD-K53857191
HTR1E,3354,BRD-K53857191
HTR1F,3355,BRD-K53857191
HTR2A,3356,BRD-K53857191
HTR2C,3358,BRD-K53857191
HTR6,3362,BRD-K53857191
HTR7,3363,BRD-K53857191
HTR1A,3350,BRD-K53963539
HTR1B,3351,BRD-K53963539
HTR2A,3356,BRD-K53963539
HTR2C,3358,BRD-K53963539
HTR3A,3359,BRD-K53963539
HTR5A,3361,BRD-K53963539
HTR6,3362,BRD-K53963539
HTR7,3363,BRD-K53963539
SLC6A4,6532,BRD-K53963539
JAK1,3716,BRD-K53972329
JAK2,3717,BRD-K53972329
JAK3,3718,BRD-K53972329
TYK2,7297,BRD-K53972329
ADRB2,154,BRD-K54006094
DRD2,1813,BRD-K54094468
DRD3,1814,BRD-K54094468
DRD4,1815,BRD-K54094468
HTR2A,3356,BRD-K54094468
SIGMAR1,10280,BRD-K54094468
COL1A1,1277,BRD-K54247840
MMP2,4313,BRD-K54247840
TYR,7299,BRD-K54262262
HTR1A,3350,BRD-K54314721
HTR1B,3351,BRD-K54314721
HTR1D,3352,BRD-K54314721
HTR1E,3354,BRD-K54314721
HTR1F,3355,BRD-K54314721
CHRM1,1128,BRD-K54316499
CHRM2,1129,BRD-K54316499
CHRM3,1131,BRD-K54316499
CHRM4,1132,BRD-K54316499
CHRM5,1133,BRD-K54316499
PTGS1,5742,BRD-K54339150
PTGS2,5743,BRD-K54339150
TPO,7173,BRD-K54416256
PTGS2,5743,BRD-K54496168
ACE,1636,BRD-K54529596
LTA4H,4048,BRD-K54529596
MMP2,4313,BRD-K54529596
MMP9,4318,BRD-K54529596
CHRM1,1128,BRD-K54759182
CHRM2,1129,BRD-K54759182
CHRM3,1131,BRD-K54759182
CHRM4,1132,BRD-K54759182
CHRM5,1133,BRD-K54759182
HRH1,3269,BRD-K54759182
SLC6A2,6530,BRD-K54759182
SLC6A4,6532,BRD-K54759182
ACHE,43,BRD-K54770538
PTGS2,5743,BRD-K54770957
ESR1,2099,BRD-K54847683
ESR2,2100,BRD-K54847683
TOP2A,7153,BRD-K55034111
CYP2C19,1557,BRD-K55044200
SLC15A1,6564,BRD-K55044200
SLC15A2,6565,BRD-K55044200
SLC22A6,9356,BRD-K55044200
ADRA2B,151,BRD-K55055802
GABRA1,2554,BRD-K55055802
GABRA2,2555,BRD-K55055802
GABRA3,2556,BRD-K55055802
GABRA4,2557,BRD-K55055802
GABRA5,2558,BRD-K55055802
